carat;depth;table;price;quality
1.0;62.3;56.0;5824;Ideal
0.91;59.6;58.0;5825;Very Good
1.19;57.6;60.0;5825;Good
1.21;62.4;58.0;5826;Very Good
1.01;62.1;62.0;5826;Premium
1.03;63.0;59.0;5826;Premium
1.2;61.1;57.0;5826;Ideal
0.9;60.8;57.0;5828;Ideal
1.01;59.1;59.0;5828;Ideal
1.13;61.8;56.0;5829;Ideal
1.01;65.6;55.0;5829;Good
1.0;64.8;59.0;5829;Good
1.15;60.3;59.0;5831;Very Good
1.14;61.6;56.0;5831;Ideal
1.16;61.6;57.0;5831;Good
1.37;63.0;57.0;5831;Ideal
1.17;58.5;62.0;5831;Premium
1.27;58.9;61.0;5832;Premium
1.3;61.6;56.0;5832;Very Good
1.22;62.3;59.0;5832;Premium
1.01;62.0;57.0;5832;Ideal
1.01;62.5;61.0;5832;Very Good
1.01;62.8;60.0;5832;Very Good
1.31;60.4;59.0;5832;Premium
1.33;62.4;58.0;5832;Premium
1.2;63.0;56.0;5833;Ideal
1.2;63.2;55.0;5833;Very Good
1.05;61.7;57.0;5833;Ideal
1.0;65.3;56.0;5833;Fair
1.5;57.3;62.0;5833;Good
1.23;63.6;59.0;5834;Good
1.37;62.2;59.0;5834;Very Good
1.06;61.9;57.0;5834;Ideal
1.24;62.7;55.0;5836;Very Good
1.03;60.7;58.0;5836;Ideal
1.08;61.3;57.0;5836;Premium
1.17;62.2;56.0;5837;Ideal
1.03;60.3;55.0;5837;Ideal
1.12;61.8;56.0;5838;Ideal
1.01;62.1;60.0;5839;Premium
1.01;61.6;56.0;5839;Very Good
1.02;62.7;57.0;5839;Very Good
1.08;62.1;56.0;5839;Ideal
1.02;62.2;54.7;5840;Ideal
1.0;64.9;56.0;5840;Fair
0.74;61.4;56.0;5841;Ideal
1.23;59.9;58.0;5841;Premium
1.17;62.7;57.0;5842;Ideal
1.05;61.3;54.0;5842;Ideal
1.0;62.0;55.0;5844;Ideal
1.09;60.2;61.0;5845;Very Good
1.12;62.1;58.0;5845;Premium
1.5;64.5;59.0;5846;Fair
1.2;62.4;58.0;5846;Premium
1.2;62.3;59.0;5846;Premium
1.2;62.6;58.0;5846;Premium
1.03;61.2;58.0;5849;Premium
1.26;63.1;58.0;5849;Very Good
1.08;61.9;54.0;5850;Ideal
1.25;58.0;63.0;5851;Very Good
1.0;63.2;60.0;5851;Very Good
1.15;62.2;56.0;5851;Premium
1.15;62.6;58.0;5851;Premium
1.33;61.3;57.0;5852;Ideal
1.16;60.0;60.0;5852;Ideal
1.0;58.7;67.0;5853;Fair
1.2;63.1;57.0;5853;Very Good
1.0;61.3;63.0;5854;Very Good
1.11;61.6;56.0;5854;Ideal
1.01;59.1;56.0;5854;Premium
1.01;62.5;56.0;5855;Ideal
0.9;61.8;61.0;5855;Good
1.23;63.1;56.0;5855;Very Good
1.23;62.0;57.0;5855;Ideal
1.36;62.7;58.0;5856;Premium
1.33;62.4;54.0;5857;Ideal
1.14;61.3;59.0;5858;Premium
1.24;60.0;58.0;5858;Very Good
1.81;68.0;57.0;5859;Fair
1.0;61.5;58.0;5860;Very Good
1.0;63.5;59.0;5860;Good
1.09;60.2;59.0;5860;Premium
1.01;61.5;59.0;5860;Premium
1.01;61.2;57.0;5861;Very Good
1.01;62.4;59.0;5861;Very Good
1.14;60.4;57.0;5861;Ideal
1.35;61.4;57.0;5862;Ideal
1.12;62.8;55.0;5863;Ideal
1.14;61.7;53.0;5863;Ideal
1.0;64.2;61.0;5863;Good
1.01;60.7;61.0;5864;Premium
1.01;61.2;58.0;5864;Premium
1.01;63.0;56.0;5864;Premium
1.01;61.9;59.0;5864;Premium
1.01;61.6;61.0;5864;Premium
1.01;61.5;56.0;5864;Premium
1.0;64.0;59.0;5864;Good
1.0;62.8;55.0;5864;Premium
1.0;59.9;59.0;5864;Premium
1.01;60.7;60.0;5864;Premium
1.01;62.1;59.0;5864;Premium
1.01;60.2;59.0;5864;Premium
1.1;62.3;55.0;5864;Ideal
1.21;59.4;60.0;5865;Very Good
1.0;60.1;60.0;5865;Very Good
1.21;61.2;58.0;5866;Very Good
1.24;61.6;57.0;5866;Ideal
1.24;61.8;58.0;5866;Ideal
1.08;60.0;58.0;5867;Ideal
1.2;62.4;57.0;5868;Very Good
1.1;62.2;56.6;5868;Ideal
1.2;62.5;60.0;5868;Premium
1.31;63.0;57.0;5869;Premium
1.21;63.1;60.0;5871;Very Good
1.18;59.7;61.0;5871;Good
1.68;64.3;60.0;5871;Good
1.21;62.5;60.0;5871;Premium
1.04;63.6;59.0;5871;Good
1.07;61.8;61.0;5872;Premium
1.07;61.8;55.0;5872;Ideal
1.31;59.6;59.0;5876;Premium
1.06;58.8;57.0;5877;Ideal
1.28;59.4;60.0;5878;Premium
0.93;62.2;58.0;5879;Ideal
0.95;61.5;57.0;5879;Ideal
1.0;61.3;61.0;5880;Premium
1.0;59.6;57.0;5880;Premium
1.25;62.8;55.0;5880;Ideal
1.2;62.8;57.0;5880;Very Good
1.2;61.5;57.0;5880;Ideal
1.0;60.6;56.0;5880;Ideal
1.0;60.3;59.0;5880;Premium
1.0;62.5;59.0;5880;Premium
1.0;61.4;58.0;5880;Premium
1.0;62.2;56.0;5880;Ideal
1.0;61.6;55.0;5880;Ideal
1.0;60.5;57.0;5880;Ideal
1.01;62.6;57.0;5882;Ideal
1.01;65.3;59.0;5882;Fair
1.21;62.2;55.0;5882;Ideal
1.21;62.8;55.0;5882;Ideal
1.04;59.5;60.0;5882;Premium
1.04;61.3;56.0;5882;Ideal
1.01;59.3;59.0;5882;Premium
1.04;59.7;59.0;5882;Premium
1.01;59.5;60.0;5882;Premium
1.0;64.7;56.0;5883;Very Good
1.03;62.4;60.0;5883;Premium
1.2;61.7;59.0;5884;Very Good
1.03;63.5;58.0;5884;Very Good
1.2;61.5;58.0;5884;Very Good
1.2;62.5;56.0;5884;Ideal
1.21;61.0;60.0;5885;Very Good
1.27;61.4;59.0;5885;Ideal
1.13;60.6;58.0;5885;Premium
1.13;62.0;57.0;5885;Ideal
1.13;62.4;58.0;5885;Premium
1.01;60.0;57.0;5886;Very Good
0.92;62.1;54.0;5886;Ideal
1.05;60.1;57.0;5886;Premium
0.9;61.3;58.0;5887;Very Good
1.0;62.3;56.0;5887;Ideal
1.0;62.3;56.0;5887;Ideal
1.0;61.0;59.0;5887;Premium
1.28;61.4;57.0;5888;Ideal
1.1;61.3;56.0;5888;Ideal
1.09;59.9;56.0;5889;Premium
1.06;62.5;57.0;5889;Ideal
1.06;62.0;58.0;5889;Premium
1.21;62.2;60.0;5889;Premium
1.24;60.1;59.0;5889;Premium
1.06;62.6;58.0;5889;Premium
1.23;63.9;56.0;5889;Good
1.24;61.7;57.0;5889;Ideal
1.24;62.1;55.0;5889;Premium
1.23;63.0;56.0;5889;Ideal
1.24;61.4;58.0;5889;Premium
1.02;62.3;59.0;5890;Premium
1.15;61.7;57.0;5891;Ideal
1.17;61.5;57.0;5892;Ideal
1.21;61.3;59.0;5893;Premium
0.99;62.6;55.0;5893;Premium
1.21;63.6;56.0;5893;Good
1.23;62.3;58.0;5894;Ideal
1.04;61.2;59.0;5894;Premium
1.01;60.2;60.0;5897;Very Good
0.9;63.0;57.0;5897;Ideal
1.29;58.2;61.0;5898;Good
1.01;61.7;59.0;5898;Premium
1.16;62.1;54.0;5898;Ideal
1.14;60.9;64.0;5899;Good
1.2;62.4;59.0;5899;Premium
1.26;59.1;59.0;5899;Premium
1.01;62.9;56.0;5902;Very Good
1.01;60.1;60.0;5902;Good
1.5;58.7;60.0;5902;Very Good
1.21;62.0;57.0;5902;Ideal
1.25;61.9;58.0;5902;Premium
1.24;62.0;56.0;5902;Ideal
1.24;62.1;56.0;5902;Ideal
1.01;59.1;59.0;5904;Very Good
1.09;61.8;57.0;5904;Ideal
1.0;64.4;58.0;5906;Good
1.03;61.3;61.0;5906;Premium
0.9;60.4;57.0;5907;Ideal
1.16;61.8;55.0;5908;Ideal
1.11;61.3;58.0;5908;Premium
1.08;59.6;60.0;5908;Premium
1.0;64.4;56.0;5908;Fair
1.07;60.6;57.0;5909;Ideal
1.22;61.7;59.0;5910;Premium
1.01;59.7;64.0;5911;Very Good
1.13;61.9;60.0;5911;Ideal
1.16;62.0;56.0;5911;Ideal
1.38;59.0;59.0;5912;Premium
1.33;63.9;57.0;5913;Very Good
1.2;63.5;55.0;5913;Good
1.0;61.4;59.0;5914;Premium
1.1;61.3;58.0;5914;Very Good
2.0;69.8;54.0;5914;Fair
1.05;61.7;56.0;5914;Ideal
1.05;62.8;57.0;5914;Ideal
1.0;63.5;55.0;5914;Very Good
1.0;61.3;56.0;5914;Ideal
1.0;63.2;53.0;5914;Very Good
1.2;63.7;57.0;5914;Good
1.65;61.6;66.0;5914;Fair
1.2;62.1;57.0;5914;Ideal
1.5;60.3;61.0;5914;Premium
1.5;64.0;56.0;5914;Good
1.11;61.6;57.0;5915;Very Good
1.02;62.6;58.0;5915;Ideal
1.31;62.7;58.0;5916;Very Good
1.52;65.8;57.0;5916;Fair
1.05;61.7;55.0;5917;Very Good
1.2;62.9;57.0;5918;Very Good
1.02;60.6;59.0;5918;Premium
1.01;61.6;58.0;5919;Very Good
1.01;59.1;58.0;5919;Very Good
1.01;63.0;57.0;5919;Very Good
1.35;62.3;59.0;5919;Premium
1.51;66.9;57.0;5919;Fair
1.51;65.4;56.0;5919;Fair
1.0;63.9;55.0;5920;Good
1.28;63.6;54.0;5920;Very Good
1.21;61.7;59.0;5920;Premium
1.32;58.4;60.0;5921;Premium
1.0;58.6;62.0;5921;Good
1.18;62.1;58.0;5921;Premium
1.21;60.9;58.0;5922;Very Good
1.02;63.6;57.0;5922;Good
1.02;62.6;57.0;5922;Ideal
1.09;62.0;56.0;5922;Ideal
1.09;62.0;56.0;5922;Ideal
1.27;63.3;63.0;5923;Good
1.01;59.7;60.0;5923;Premium
1.03;62.5;59.0;5924;Very Good
1.29;60.1;58.0;5924;Premium
1.14;61.1;59.0;5925;Premium
1.14;59.6;58.0;5925;Premium
1.27;62.9;54.0;5925;Ideal
1.25;62.2;57.0;5925;Premium
1.29;62.1;57.0;5926;Ideal
1.08;63.8;59.0;5927;Good
1.05;62.5;55.0;5927;Premium
1.05;60.5;56.0;5927;Premium
1.0;62.1;57.0;5929;Ideal
1.0;59.9;56.0;5929;Ideal
1.0;60.3;59.0;5929;Very Good
1.0;62.9;59.0;5929;Very Good
1.0;58.7;62.0;5929;Very Good
1.0;63.7;59.0;5929;Good
1.23;62.5;58.0;5929;Premium
1.02;62.9;56.0;5930;Very Good
0.3;62.3;57.0;605;Ideal
0.3;61.4;55.0;605;Ideal
0.3;61.5;57.0;605;Ideal
0.3;61.3;58.0;605;Premium
0.3;60.7;57.0;605;Ideal
0.3;61.8;55.0;605;Ideal
0.3;62.9;60.0;605;Very Good
0.3;61.8;60.0;605;Premium
0.3;60.4;56.0;605;Ideal
0.3;63.8;55.0;605;Good
0.3;61.6;57.0;605;Ideal
0.3;61.3;55.0;605;Ideal
0.3;61.9;59.0;605;Premium
0.3;63.0;56.0;605;Very Good
0.3;61.5;58.0;605;Premium
0.3;62.3;56.0;605;Ideal
0.3;62.5;58.0;605;Premium
0.3;60.7;56.0;605;Ideal
0.3;63.1;60.0;605;Good
0.3;63.6;54.0;605;Good
0.3;62.5;57.0;605;Ideal
0.3;61.2;59.0;605;Very Good
0.3;62.0;58.0;605;Premium
0.3;61.4;58.0;605;Very Good
0.3;61.4;60.0;605;Premium
0.3;60.6;58.0;605;Very Good
0.3;62.2;55.0;605;Ideal
0.3;61.6;55.0;605;Ideal
0.3;63.1;56.0;605;Good
0.3;62.9;57.0;605;Very Good
1.15;61.3;56.0;5930;Ideal
1.22;62.7;58.0;5930;Premium
1.21;62.0;57.0;5931;Very Good
1.15;61.7;58.0;5932;Very Good
1.05;61.8;53.0;5932;Ideal
1.25;62.2;55.4;5932;Ideal
1.01;61.7;56.0;5932;Ideal
1.09;61.1;55.0;5935;Ideal
1.0;62.9;56.0;5935;Ideal
1.15;64.3;54.0;5935;Good
1.01;61.7;56.0;5936;Ideal
1.13;61.8;56.0;5936;Ideal
1.21;62.0;56.0;5936;Ideal
1.26;60.9;55.0;5937;Ideal
1.19;62.1;56.0;5937;Ideal
1.24;59.5;61.0;5937;Ideal
1.14;61.6;56.0;5937;Ideal
1.14;61.7;60.0;5937;Premium
1.14;61.7;57.0;5937;Ideal
1.5;60.2;59.0;5937;Premium
1.0;62.1;58.0;5938;Very Good
1.23;62.3;57.0;5938;Ideal
1.11;61.4;58.0;5938;Ideal
1.0;61.7;55.0;5938;Ideal
1.0;61.2;56.0;5939;Very Good
1.01;62.3;60.0;5939;Premium
1.01;61.6;58.0;5939;Premium
1.01;62.0;57.0;5939;Ideal
1.01;62.8;60.0;5939;Premium
1.01;60.8;56.0;5939;Ideal
1.01;63.1;57.0;5939;Very Good
1.0;61.6;58.0;5940;Premium
1.0;63.0;58.0;5940;Very Good
1.23;63.6;59.0;5940;Good
1.0;62.9;55.0;5940;Premium
1.2;60.5;60.0;5941;Very Good
1.06;61.2;57.0;5942;Premium
1.02;63.7;57.0;5943;Good
1.01;61.4;59.0;5944;Very Good
1.22;61.4;62.0;5944;Premium
1.17;62.2;56.0;5944;Ideal
1.06;62.7;54.0;5946;Ideal
1.01;62.1;60.0;5946;Premium
1.01;59.0;61.0;5946;Premium
1.01;61.8;59.0;5946;Premium
1.01;62.4;56.0;5946;Ideal
0.99;61.0;55.0;5947;Ideal
1.25;63.0;62.0;5947;Premium
1.2;61.4;60.0;5947;Premium
1.2;61.5;61.0;5947;Premium
1.03;61.2;54.0;5948;Very Good
1.21;62.4;56.0;5948;Ideal
1.21;62.5;58.0;5948;Premium
1.17;62.7;57.0;5949;Ideal
1.28;61.9;56.0;5949;Premium
1.09;62.5;57.0;5950;Very Good
1.25;62.1;58.0;5950;Premium
1.25;60.4;59.0;5950;Premium
1.01;65.1;56.0;5950;Fair
1.3;61.5;58.0;5951;Premium
1.02;64.3;57.0;5951;Good
1.05;62.5;59.0;5951;Premium
1.09;60.2;61.0;5951;Premium
1.23;60.6;57.0;5951;Ideal
1.05;59.3;59.0;5952;Very Good
1.12;62.1;58.0;5952;Premium
1.04;61.7;57.0;5952;Ideal
1.27;63.1;59.0;5953;Very Good
1.01;63.4;56.0;5954;Good
1.2;62.3;56.0;5955;Very Good
1.2;62.9;54.0;5955;Very Good
1.02;61.4;58.0;5956;Premium
1.19;58.0;63.0;5956;Very Good
1.1;62.2;59.0;5958;Premium
1.32;61.3;58.0;5958;Premium
1.22;62.5;57.0;5960;Ideal
1.11;60.6;56.0;5962;Ideal
1.3;62.2;57.0;5962;Ideal
1.21;62.3;58.0;5962;Premium
1.36;62.7;58.0;5963;Premium
1.01;61.5;61.0;5963;Premium
1.04;61.3;58.0;5964;Very Good
1.2;62.5;55.0;5964;Ideal
1.22;61.6;60.0;5966;Very Good
1.12;62.2;59.0;5966;Very Good
1.07;59.6;58.0;5967;Premium
1.0;61.5;58.0;5967;Premium
1.0;63.5;59.0;5967;Very Good
1.0;60.0;59.0;5967;Premium
1.0;63.0;59.0;5967;Premium
1.0;62.6;57.0;5967;Ideal
1.35;61.4;57.0;5969;Ideal
1.38;62.6;56.0;5969;Ideal
1.24;59.1;59.0;5969;Premium
1.01;61.2;62.0;5972;Good
1.24;58.9;59.0;5972;Premium
1.21;61.2;57.0;5973;Ideal
1.01;62.2;57.0;5973;Ideal
1.01;63.1;57.0;5973;Very Good
1.01;60.0;59.0;5973;Premium
1.55;61.6;58.0;5974;Very Good
1.03;62.0;56.0;5974;Ideal
1.07;61.6;60.0;5974;Premium
1.25;61.0;59.0;5975;Premium
1.25;62.7;58.0;5975;Very Good
1.25;61.1;57.0;5975;Ideal
1.01;61.3;60.0;5975;Very Good
1.2;63.6;57.0;5975;Good
1.2;62.9;59.0;5975;Premium
1.2;62.9;55.0;5975;Premium
1.26;62.9;59.0;5976;Very Good
1.24;61.1;60.0;5976;Ideal
1.24;62.4;57.0;5976;Ideal
1.02;63.1;57.0;5977;Very Good
1.02;62.6;59.0;5978;Premium
0.9;62.8;56.0;5978;Ideal
1.22;63.3;57.0;5979;Very Good
1.51;57.0;64.0;5979;Good
1.23;59.3;58.0;5979;Premium
1.25;62.1;56.0;5980;Ideal
0.94;62.3;58.0;5980;Premium
1.21;59.0;60.0;5982;Premium
1.07;62.7;56.0;5982;Ideal
0.95;61.5;57.0;5983;Ideal
1.06;58.9;61.0;5983;Premium
1.26;61.0;59.0;5983;Premium
1.0;63.3;59.0;5984;Good
1.28;60.2;58.0;5984;Very Good
1.22;61.9;56.0;5985;Ideal
1.2;62.1;60.0;5986;Very Good
1.14;60.2;58.0;5986;Premium
1.01;60.1;64.0;5986;Good
1.44;63.2;54.8;5987;Good
1.05;63.0;57.0;5987;Very Good
1.0;59.3;61.0;5987;Very Good
1.01;61.4;54.0;5988;Very Good
1.01;59.9;61.0;5988;Very Good
1.01;63.3;57.0;5988;Good
1.01;62.1;60.0;5988;Premium
1.01;62.7;58.0;5988;Premium
1.01;61.1;56.0;5988;Very Good
1.01;63.6;59.0;5988;Good
1.01;63.2;58.0;5988;Good
1.2;62.8;57.0;5988;Premium
1.21;61.1;55.7;5989;Very Good
0.92;62.0;57.0;5989;Ideal
1.15;62.6;57.0;5989;Ideal
1.54;57.9;62.0;5989;Good
1.16;61.9;55.0;5991;Ideal
0.93;61.9;56.0;5992;Ideal
1.09;62.3;57.0;5993;Premium
1.82;67.3;58.0;5993;Fair
1.05;61.4;55.0;5993;Ideal
1.04;61.8;55.0;5994;Ideal
1.54;61.4;55.0;5994;Ideal
1.01;61.7;57.0;5995;Ideal
1.28;61.4;57.0;5995;Ideal
1.01;63.1;57.0;5995;Very Good
1.21;61.8;57.0;5996;Ideal
1.2;60.5;56.0;5996;Ideal
1.33;62.5;56.0;5996;Ideal
1.29;62.0;58.0;5996;Premium
1.22;62.4;58.0;5997;Premium
0.96;58.7;58.0;5997;Very Good
1.21;62.2;60.0;5997;Premium
1.26;61.0;56.0;5998;Ideal
1.26;58.6;59.0;5998;Premium
1.02;62.5;59.0;5998;Premium
1.7;63.1;56.0;5998;Very Good
1.02;62.7;61.0;5998;Premium
1.02;62.3;59.0;5998;Premium
1.26;63.4;55.0;5998;Very Good
1.02;60.6;59.0;5998;Premium
1.01;59.2;59.0;5999;Very Good
1.01;63.1;59.0;5999;Good
1.01;62.4;58.0;5999;Premium
1.01;61.8;56.0;5999;Ideal
1.0;60.9;60.0;6000;Premium
1.2;63.3;57.0;6000;Very Good
1.26;61.3;55.0;6001;Very Good
1.21;61.3;59.0;6001;Premium
1.07;60.2;55.0;6002;Very Good
2.03;64.4;59.0;6002;Fair
2.03;66.6;57.0;6002;Fair
0.8;61.9;56.0;6004;Ideal
1.01;65.4;56.0;6004;Good
1.23;58.8;60.0;6005;Ideal
1.13;58.9;58.0;6005;Premium
1.0;60.6;59.0;6006;Premium
1.2;61.3;56.0;6006;Ideal
1.5;64.9;58.0;6006;Fair
1.5;57.5;63.0;6006;Good
1.5;57.5;63.0;6006;Good
1.5;57.9;61.0;6006;Good
1.02;63.3;58.0;6007;Very Good
1.27;62.6;59.0;6007;Very Good
1.73;65.9;58.0;6007;Fair
1.59;62.3;58.0;6010;Premium
1.34;62.0;57.0;6010;Ideal
1.04;62.5;57.0;6012;Ideal
1.22;61.5;58.0;6012;Premium
1.22;61.1;58.0;6012;Premium
1.22;61.7;57.0;6012;Ideal
1.0;61.6;56.0;6013;Very Good
1.17;62.2;53.0;6013;Ideal
1.18;61.4;55.0;6013;Ideal
1.23;61.2;57.0;6015;Ideal
1.21;62.0;56.0;6017;Ideal
1.36;59.3;58.0;6017;Premium
0.9;62.3;57.0;6018;Ideal
1.01;62.4;58.0;6019;Very Good
1.2;58.9;60.0;6019;Very Good
1.2;62.9;56.0;6019;Very Good
1.2;62.5;59.0;6019;Very Good
1.2;61.0;58.0;6019;Very Good
1.2;61.2;57.0;6019;Very Good
1.2;62.1;58.0;6019;Very Good
1.01;60.8;59.0;6019;Ideal
1.01;62.5;57.0;6019;Ideal
1.0;64.1;57.0;6020;Good
1.0;58.4;63.0;6021;Very Good
1.2;62.8;56.0;6021;Premium
1.0;62.3;60.0;6022;Very Good
1.21;62.8;56.0;6022;Very Good
1.21;58.2;58.0;6022;Good
1.07;60.1;60.0;6022;Premium
1.26;62.4;58.0;6023;Premium
1.01;59.7;57.0;6024;Ideal
1.21;62.6;53.0;6025;Ideal
1.66;62.1;57.7;6025;Good
1.21;63.7;57.0;6025;Good
1.21;62.5;57.0;6025;Ideal
1.21;59.5;58.0;6025;Premium
1.2;63.0;58.0;6026;Premium
1.01;61.6;58.0;6027;Premium
1.01;59.1;58.0;6027;Premium
1.01;63.0;57.0;6027;Ideal
1.05;60.1;55.0;6028;Very Good
1.5;63.2;57.0;6028;Very Good
1.0;63.9;55.0;6028;Good
1.25;61.6;55.0;6030;Ideal
1.0;62.1;61.0;6030;Good
1.21;60.9;58.0;6031;Premium
1.57;59.6;56.0;6031;Premium
1.27;63.3;63.0;6031;Very Good
1.25;59.0;61.0;6032;Good
1.1;60.3;57.0;6032;Premium
1.02;60.3;60.0;6032;Premium
1.14;61.1;59.0;6033;Premium
1.14;59.6;58.0;6033;Premium
1.03;62.1;57.0;6036;Very Good
1.03;62.3;57.0;6036;Very Good
1.16;62.2;54.0;6036;Ideal
1.01;58.5;60.0;6037;Very Good
1.01;64.1;59.0;6037;Good
1.0;63.7;59.0;6037;Good
1.0;60.3;59.0;6037;Premium
1.0;58.7;62.0;6037;Premium
1.23;61.2;58.0;6038;Premium
1.51;61.9;58.0;6038;Premium
0.99;62.1;58.0;6038;Ideal
1.23;58.5;62.0;6039;Very Good
1.01;62.7;54.0;6039;Ideal
1.0;61.4;63.0;6040;Very Good
1.02;61.2;56.0;6040;Ideal
1.07;62.2;57.0;6040;Ideal
1.07;62.2;58.0;6040;Premium
1.35;61.0;60.0;6041;Very Good
1.15;61.7;58.0;6041;Premium
1.01;69.0;61.0;6041;Fair
1.3;63.7;57.0;6042;Good
1.01;62.6;56.0;6043;Very Good
1.0;62.0;55.0;6043;Ideal
1.09;61.1;55.0;6043;Ideal
1.03;61.3;57.0;6044;Ideal
1.22;59.3;59.0;6045;Premium
1.13;62.0;57.0;6045;Ideal
1.27;61.8;56.0;6045;Ideal
1.26;60.9;55.0;6046;Ideal
1.22;62.0;60.0;6046;Premium
1.23;62.3;57.0;6046;Ideal
1.51;63.8;57.0;6046;Good
1.51;63.8;57.0;6046;Good
1.01;61.9;58.0;6047;Very Good
1.02;61.8;57.0;6047;Very Good
1.02;62.8;56.0;6047;Very Good
1.0;62.1;58.0;6047;Premium
1.0;60.6;60.0;6048;Premium
1.0;61.3;62.0;6048;Premium
1.2;62.4;57.0;6048;Premium
1.0;61.9;56.0;6048;Ideal
1.0;63.0;58.0;6048;Premium
1.0;62.0;57.0;6048;Premium
1.0;59.3;60.0;6048;Premium
1.0;58.6;61.0;6048;Premium
1.5;61.0;60.0;6048;Premium
1.0;62.2;58.0;6048;Premium
1.35;62.3;54.0;6048;Ideal
1.0;63.3;58.0;6048;Very Good
1.0;61.6;58.0;6048;Premium
0.3;61.7;57.0;605;Ideal
0.3;62.2;59.0;605;Premium
0.3;62.0;54.0;605;Ideal
0.3;62.9;57.0;605;Very Good
0.3;62.9;57.0;605;Very Good
0.3;61.9;55.0;605;Ideal
0.3;62.9;57.0;605;Very Good
0.3;63.6;57.0;605;Good
0.3;61.1;55.0;605;Ideal
0.3;62.8;55.0;605;Very Good
0.3;61.9;59.0;605;Premium
0.3;61.9;56.0;605;Ideal
0.3;62.9;57.0;605;Very Good
0.3;63.1;59.0;605;Good
0.3;62.8;58.0;605;Very Good
0.3;60.4;58.0;605;Premium
0.3;62.0;55.0;605;Ideal
0.3;60.8;58.0;605;Very Good
0.3;62.0;54.0;605;Ideal
0.3;62.1;56.0;605;Ideal
0.3;61.4;57.0;605;Ideal
0.3;59.9;56.0;605;Ideal
0.3;61.5;60.0;605;Premium
0.3;62.4;58.0;605;Very Good
0.3;62.8;58.0;605;Very Good
0.3;60.8;60.0;605;Premium
0.3;61.4;57.0;605;Ideal
0.3;61.6;57.0;605;Ideal
0.3;63.3;56.0;605;Good
0.3;61.6;58.0;605;Premium
1.07;62.3;53.0;6049;Ideal
1.0;57.4;58.0;6050;Good
1.12;60.6;59.0;6052;Premium
1.22;61.0;55.0;6052;Ideal
1.18;59.9;59.0;6053;Very Good
1.2;59.9;58.0;6055;Premium
1.06;62.7;54.0;6055;Ideal
1.21;61.2;60.0;6056;Premium
1.03;61.2;54.0;6056;Premium
1.02;63.2;57.0;6058;Good
1.02;62.7;58.0;6058;Premium
1.02;60.5;54.0;6058;Very Good
1.02;62.1;59.0;6058;Very Good
1.21;63.3;57.0;6058;Very Good
1.03;61.3;56.0;6059;Ideal
1.02;64.3;57.0;6059;Good
1.12;60.9;57.0;6060;Ideal
1.06;61.8;56.0;6060;Ideal
1.07;62.5;57.0;6060;Ideal
1.32;64.8;58.0;6061;Fair
1.07;61.6;58.0;6061;Very Good
1.11;63.2;57.0;6061;Very Good
1.02;63.0;57.0;6062;Very Good
1.17;60.9;60.0;6062;Very Good
1.06;59.3;60.0;6062;Very Good
1.22;61.7;55.2;6062;Ideal
1.05;59.3;58.0;6063;Very Good
1.49;62.6;53.6;6064;Very Good
1.02;61.8;55.0;6065;Ideal
1.11;60.8;57.0;6065;Ideal
1.21;58.8;58.0;6065;Premium
1.01;62.7;57.0;6066;Good
1.01;62.6;58.0;6066;Premium
1.01;62.4;56.0;6066;Ideal
1.01;64.2;60.0;6066;Good
1.01;62.0;60.0;6066;Premium
1.25;59.6;59.0;6066;Ideal
1.26;62.0;58.0;6068;Premium
1.21;61.1;57.0;6069;Ideal
1.06;62.2;55.0;6069;Ideal
1.42;62.9;57.0;6069;Ideal
1.05;62.8;58.0;6070;Very Good
1.05;61.8;58.0;6070;Premium
1.14;60.9;56.0;6070;Ideal
1.33;60.8;59.0;6071;Very Good
1.22;61.2;60.0;6071;Very Good
1.21;61.9;60.0;6071;Premium
1.03;62.5;59.0;6072;Premium
1.01;61.0;57.0;6073;Very Good
1.01;62.3;59.0;6073;Very Good
1.25;60.8;55.0;6073;Very Good
1.0;62.7;57.0;6073;Ideal
1.0;61.5;62.0;6073;Good
1.01;62.9;57.0;6075;Very Good
1.24;61.4;59.0;6075;Very Good
1.13;61.5;56.0;6075;Ideal
1.01;61.8;58.0;6075;Premium
1.18;61.6;55.5;6076;Ideal
1.24;62.0;55.0;6076;Ideal
1.07;61.4;56.0;6076;Premium
1.2;60.8;58.0;6077;Very Good
1.11;61.0;57.0;6077;Ideal
1.08;61.8;56.0;6078;Ideal
1.33;63.0;62.0;6078;Fair
1.19;61.3;58.0;6078;Premium
1.34;61.2;56.0;6078;Ideal
1.32;62.1;57.0;6079;Very Good
1.02;63.8;59.0;6080;Good
1.01;65.2;57.0;6081;Fair
1.07;62.3;55.0;6082;Ideal
1.01;62.5;56.0;6083;Very Good
1.16;61.8;54.0;6084;Ideal
1.25;61.1;57.0;6084;Ideal
1.25;61.0;59.0;6084;Premium
1.32;63.0;59.0;6085;Very Good
1.2;62.8;55.0;6085;Very Good
1.26;62.9;59.0;6085;Premium
1.19;61.1;58.0;6086;Very Good
1.52;62.6;60.0;6086;Premium
1.43;66.0;57.0;6086;Fair
1.12;61.6;56.0;6087;Ideal
1.02;62.6;59.0;6087;Premium
0.94;63.3;57.0;6088;Very Good
1.35;62.2;56.0;6088;Very Good
1.23;62.1;55.9;6088;Ideal
1.11;57.8;61.0;6088;Good
1.51;57.0;64.0;6088;Good
1.52;62.7;56.0;6089;Ideal
